ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
040679;06.2019;00:00-00:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/186*/1// - NEUPRAVIÈENA PROIZVODNJA IN PROMET S PREPOVEDANIMI DROGAMI, NEDOVOLJENIMI SNOVMI V ŠPORTU IN PREDHOD;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;PROIZVODNJA - O;;;438-KONOPLJA RASTLINA (BILKA);;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;040679001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
040813;07.2019;14:00-14:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/221*/1// - NAPAD NA INFORMACIJSKI SISTEM;KD ZOPER PREMOŽENJE;GOSPODARSKA; ; ;DA;NEUPRAVIÈEN VSTOP - O;;;064-ELEKTRONSKA POŠTA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;040813001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
040911;07.2019;18:00-18:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;129-KOLO;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;040911001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
041168;07.2019;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;041168001;OSTALO;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
041908;07.2019;00:00-00:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;041908001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
042243;07.2019;06:00-06:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;042243001;ŽRTEV;54-64;MOŠKI;TUJE;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
042336;03.2019;00:00-00:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/179*/1// - MALOMARNO ZDRAVLJENJE IN OPRAVLJANJE ZDRAVILSKE DEJAVNOSTI;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;MALOMARNOST ZDRAVNIKA - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR ZA ZDRAVSTVENE STORITVE Z NEPOSRED. OKOLICO (DVORIŠÈE IPD.);2019;POROÈILO;042336001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
042394;07.2019;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/258*/// - NEVESTNO DELO V SLUŽBI;KD ZOPER URADNO DOLŽNOST, JAVNA POOBLASTILA IN JAVNA SREDSTVA;GOSPODARSKA; ; ;NE;S KRŠITVIJO ZAKONOV/PREDPISOV - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2019;POROÈILO;042394001;OSTALO;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
042434;07.2019;10:00-10:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;017-BENCIN;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2019;OVADBA;042434001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
042759;07.2019;10:00-10:59;PETEK;PU MURSKA SOBOTA;NE;KZ08/251-/1/S/ - PONAREJANJE LISTIN;KD ZOPER PRAVNI PROMET;SPLOŠNA; ; ;NE;UPORABA PONAREJENE LISTINE - O;;;247-POGODBE;;;;GORNJA RADGONA;PROST. ZA VZGOJNOVAR. IN IZOBR. DEJ. Z NEPOS. OKOL.(DVORIŠÈE,ŠOL.IGR.);2019;OVADBA;042759001;OVADENI OSUMLJENEC;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
042798;07.2019;12:00-12:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/314*/1// - POVZROÈITEV SPLOŠNE NEVARNOSTI;KD ZOPER SPLOŠNO VARNOST LJUDI IN PREMOŽENJA;SPLOŠNA; ; ;NE;Z DRUGIM SPLOŠNO NEVARNIM DEJANJEM/SREDSTVOM - O;;;221-OROŽJE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;042798001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
042810;07.2019;10:00-10:59;PETEK;PU MURSKA SOBOTA;NE;KZ08/221-/1// - NAPAD NA INFORMACIJSKI SISTEM;KD ZOPER PREMOŽENJE;GOSPODARSKA; ; ;NE;UPORABA - O;;;293-RAÈUNALNIŠKO OMREŽJE;;;;GORNJA RADGONA;PROST. ZA VZGOJNOVAR. IN IZOBR. DEJ. Z NEPOS. OKOL.(DVORIŠÈE,ŠOL.IGR.);2019;OVADBA;042810001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
042921;05.2019;12:00-12:59;PETEK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR DRUGIH USTANOV;2019;POROÈILO;042921001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
043576;11.2013;11:00-11:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;OSTALO;2019;OVADBA;043576001;OSTALO;44-54;MOŠKI;SLOVENSKO;;NN;NN;NE;BREZ
043716;07.2019;12:00-12:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;043716001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
043787;05.2019;19:00-19:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;129-KOLO;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;043787001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
043806;07.2019;15:00-15:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;043806001;OSTALO;54-64;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
044307;07.2019;07:00-07:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/186*/1// - NEUPRAVIÈENA PROIZVODNJA IN PROMET S PREPOVEDANIMI DROGAMI, NEDOVOLJENIMI SNOVMI V ŠPORTU IN PREDHOD;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;PROIZVODNJA - O;;;438-KONOPLJA RASTLINA (BILKA);;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;044307001;OVADENI OSUMLJENEC;34-44;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
044569;04.2019;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ15/134A+/1// - ZALEZOVANJE;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;VSILJIVIM PRIZADEVANJEM VZPOSTAVITVE NEPOSREDNEGA STIKA;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;044569001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
045109;08.2019;07:00-07:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;SKOZI OKNO;;;361-TOBAÈNI IZDELKI IN PROIZVODI;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2019;OVADBA;045109001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
045486;08.2019;10:00-10:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ15/134A+/1// - ZALEZOVANJE;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;045486001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
045954;08.2019;11:00-11:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;Z VLOMOM- O;;;120-KLEŠÈE;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2019;OVADBA;045954001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
046021;08.2019;02:00-02:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/2 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z DRUGAÈNIM PREMAGOVANJEM OVIR - O;;;062-ELEKTRIÈNO ORODJE IN APARATI;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;046021001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;10.000 - 100.000 EUR
046676;08.2019;12:00-12:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;046676001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
046713;08.2019;13:00-13:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GRDO RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;046713001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
046758;08.2019;13:00-13:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;046758001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
046962;06.2019;20:00-20:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;BOLEÈE/PONIŽUJOÈE RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;046962001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
046976;07.2019;11:00-11:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;046976001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
047029;08.2019;15:00-15:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/190*/1// - ODVZEM MLADOLETNE OSEBE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;ONEMOGOÈANJE ODLOÈBE O DODELITVI - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;047029001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
047057;08.2019;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ15/135+/2// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;267-PREDMETI IZ KOVINE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;047057001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
047131;11.2014;00:00-00:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/307*/1// - NEDOVOLJENA PROIZVODNJA IN PROMET OROŽJA ALI EKSPLOZIVA;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;VNOS V DRŽAVO - O;;;289-PUŠKA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;047131001;OSTALO;NAD 64;MOŠKI;TUJE;;NE;NE;NE;BREZ
047497;08.2019;07:00-07:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;393-VOZILA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;047497001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
047538;12.2018;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;GORNJA RADGONA;PROSTOR DRUGIH USTANOV;2019;OVADBA;047538001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;10.000 - 100.000 EUR
047570;08.2019;10:00-10:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2019;OVADBA;047570001;OSTALO;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
047596;08.2019;15:00-15:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/228*/1// - POSLOVNA GOLJUFIJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;S CELOTNO NEIZPOLNITVIJO OBVEZNOSTI;;;048-DENAR;;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;047596001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;10.000 - 100.000 EUR
047927;08.2019;20:00-20:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/213*/1// - IZSILJEVANJE;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;GROŽNJA Z RAZKRITJEM - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;047927001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
047964;08.2019;08:00-08:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GRDO RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;047964001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
048115;08.2019;15:00-15:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;IZ PRTLJAGE;;;054-DOKUMENTI IN JAVNE LISTINE;239-PLAÈILNE KARTICE;048-DENAR;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;048115001;ŽRTEV;18-24;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
048132;08.2019;15:00-15:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/191*/3// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA ŽIVLJENJE/TELO - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;048132001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
048146;08.2019;15:00-15:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;223-OSEBNI AVTOMOBIL;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;048146001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
048334;08.2019;13:00-13:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;129-KOLO;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;048334001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
048517;08.2019;14:00-14:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/190*/1// - ODVZEM MLADOLETNE OSEBE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;ODVZEM OSEBI, KATERI JE ZAUPANA - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;048517001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
048559;08.2019;16:00-16:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;IZ PRTLJAGE;;;048-DENAR;054-DOKUMENTI IN JAVNE LISTINE;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;048559001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
048612;08.2019;08:00-08:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;431-DELI VOZILA;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2019;OVADBA;048612001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
048674;08.2019;16:00-16:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/186*/1// - NEUPRAVIÈENA PROIZVODNJA IN PROMET S PREPOVEDANIMI DROGAMI, NEDOVOLJENIMI SNOVMI V ŠPORTU IN PREDHOD;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;PROIZVODNJA - O;;;438-KONOPLJA RASTLINA (BILKA);;;;GORNJA RADGONA;NARAVNA POVRŠINA;2019;OVADBA;048674001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
048710;08.2019;21:00-21:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/300*/1// - NAPAD NA URADNO OSEBO, KO OPRAVLJA NALOGE VARNOSTI;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;Z RESNO GROŽNJO O NAPADU - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;048710001;OVADENI OSUMLJENEC;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
048759;08.2019;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;124-KMETIJSKO ORODJE STROJI;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2019;OVADBA;048759001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
048769;08.2019;05:00-05:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;017-BENCIN;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2019;OVADBA;048769001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
048902;06.2019;15:00-15:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;270-PREDMETI IZ PLASTIKE;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2019;OVADBA;048902001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
048953;08.2019;22:00-22:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;048953001;OVADENI OSUMLJENEC;44-54;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
049150;08.2019;11:00-11:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;267-PREDMETI IZ KOVINE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;049150001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
