ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
002481;05.2014;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OSTALO;2019;OVADBA;002481001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002482;05.2014;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OSTALO;2019;OVADBA;002482001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002483;05.2014;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OSTALO;2019;OVADBA;002483001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002484;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002484001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002485;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002485001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002486;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002486001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002488;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002488001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002490;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002490001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002491;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002491001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002492;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002492001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002493;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002493001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002494;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002494001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002495;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002495001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002496;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002496001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002497;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002497001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002498;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002498001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002499;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002499001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002500;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002500001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002502;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002502001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002503;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002503001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002504;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2019;OVADBA;002504001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002505;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002505001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002506;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002506001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002507;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002507001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002508;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002508001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002509;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002509001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002510;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002510001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002511;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002511001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002512;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002512001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002513;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002513001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002514;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002514001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002515;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002515001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002516;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002516001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002517;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002517001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002518;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002518001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002519;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002519001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002520;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002520001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002521;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002521001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002522;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002522001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002523;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002523001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002524;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002524001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
