ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
055265;10.2019;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;PRETEPANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;055265001;OSTALO;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
055312;10.2019;13:00-13:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/205*/3/S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;SKOZI VRATA;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055312001;OVADENI OSUMLJENEC;54-64;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
055324;10.2019;14:00-14:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;129-KOLO;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;055324001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
055394;10.2019;20:00-20:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ17/243,/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;IZDELAVA PONAREJENEGA DENARJA - O;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2019;OVADBA;055394001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
055416;10.2019;13:00-13:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;048-DENAR;054-DOKUMENTI IN JAVNE LISTINE;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055416001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
055444;10.2019;22:00-22:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;PRETEPANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055444001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
055473;10.2019;20:00-20:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;;;185-NAKIT;048-DENAR;205-OBLAÈILA;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055473001;OVADENI OSUMLJENEC;34-44;MOŠKI;TUJE;;NE;NE;NE;BREZ
055580;10.2019;01:00-01:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/158*/1// - RAZŽALITEV;KD ZOPER ÈAST IN DOBRO IME;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;407-ZASEBNA PISANJA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055580001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
055602;09.2019;23:00-23:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/283*/1// - KRIVA OVADBA;KD ZOPER PRAVOSODJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;POROÈILO;055602001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
055610;09.2019;10:00-10:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/307*/3// - NEDOVOLJENA PROIZVODNJA IN PROMET OROŽJA ALI EKSPLOZIVA;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;IZDELAVA - O;;;341-STRELNO OROŽJE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055610001;OVADENI OSUMLJENEC;NAD 64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
055672;08.2016;10:00-10:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2019;OVADBA;055672001;OSTALO;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
055721;10.2019;13:00-13:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;SKOZI OKNO;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055721001;ŽRTEV;54-64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
055893;10.2019;16:00-16:59;PONEDELJEK;PU MURSKA SOBOTA;DA;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;;;185-NAKIT;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055893001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
055921;08.2019;17:00-17:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/297*/1// - JAVNO SPODBUJANJE SOVRAŠTVA, NASILJA ALI NESTRPNOSTI;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;SOVRAŠTVO - O;;;336-SREDSTVA JAVNEGA OBVEŠÈANJA;;;;MURSKA SOBOTA;PROSTOR DRUGIH USTANOV;2019;POROÈILO;055921001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
055924;10.2019;01:00-01:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/160*/1// - ŽALJIVA OBDOLŽITEV;KD ZOPER ÈAST IN DOBRO IME;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;ZOPER URADNO OSEBO;;407-ZASEBNA PISANJA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2019;OVADBA;055924001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
055983;10.2019;11:00-11:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;NAKLJUÈNO PRIDOBLJENA STVAR - O;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2019;POROÈILO;055983001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
056027;10.2019;15:00-15:59;SREDA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA TELO - O;PREGON NA PREDLOG - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2019;POROÈILO;056027001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
